ANZSCO Code,Occupation,Employed,Part-time share (%),Female share (%),Median weekly earnings ($),Median age,Annual employment growth,Col9,Col10,Task
2491,Education Advisers and Reviewers,25800,28,71,2524,42,200,,,"Consulting with teachers, principals and administrative officials of educational institutions to coordinate educational programs and provide advice | Identifying and evaluating developments in education by conducting research into educational systems | Serving on committees to identify present and future needs within the educational system, and planning, developing and modifying facilities and programs | Documenting subjects and courses developed, and evaluating new courses | Organising and conducting workshops and conferences to train teachers in new programs and methods | Applying knowledge of learning processes and school structures to develop operational and training programs, and submitting them for decision and funding | Visiting schools and observing teachers in the classroom, noting pupil response, motivation and teaching techniques | Discussing programs, records and teachers with school principals to record academic performance of schools, welfare of pupils and performance of individual teachers | Making suggestions to government officials about improvements to educational facilities, equipment, buildings and staff to ensure continued standards of education"
2492,Private Tutors and Teachers,47600,77,71,2518,34,1100,,,"Planning programs of study for individual students and groups | Preparing and presenting material on the theory of the subject area | Instructing and demonstrating practical aspects of the subject area | Assigning problems and exercises relative to students' training needs and talents | Assessing students and offering advice, criticism and encouragement | Revising curricula, course content, course materials and methods of instruction | Preparing students for examinations, performance and assessments | Keeping abreast of developments in the subject area by attending professional conferences, seminars and courses, reading current literature, and talking with colleagues | May arrange visits and tours to professional exhibitions and performances | May organise for exhibitions or performances of students' work"
2493,Teachers of English to Speakers of Other Languages,3800,83,79,2366,46,200,,,"Assessing the extent of language difficulties in students for whom english is a second language | Teaching students individually and in small groups out of the regular classroom, and assisting students within normal classroom settings | Teaching students english language skills using a variety of methods including lecture and visual demonstration | Providing assistance to other classroom teachers by designing special teaching programs for students with english language difficulties | Designing and producing teaching materials and adapting existing materials | Preparing course outlines and goals | Assigning lessons, correcting homework, and preparing and grading exams | Analysing, recording and reporting progress to regular classroom teachers, parents and students"
2511,Nutrition Professionals,12100,47,97,1667,35,1000,,,"Planning diets and menus, and instructing people on the requirements and importance of diet and on the planning and preparation of food | Supervising the preparation and serving of meals | Collecting, organising and assessing data relating to health and nutritional status of individuals, groups and communities | Monitoring food intake and quality to provide nutritional care | Calculating nutritional values of food served | Planning, conducting and evaluating nutrition intervention programs and compiling educational material | Providing nutrition assessments, nutrition management, and nutrition education, research and training | Consulting with other health professionals and related workers to manage the dietary and nutritional needs of patients"
2512,Medical Imaging Professionals,25700,36,76,2360,36,1800,,,"Receiving referrals from medical practitioners to perform medical imaging and radiation treatment of patients | Determining the appropriate equipment to use, such as x-ray equipment, radiation scanners, fluoroscopes, ultrasound equipment, nuclear instrumentation, angiography equipment and computed tomography (ct) equipment, and selecting the appropriate equipment settings to provide the diagnostic information requested by medical practitioners | Calculating details of procedures such as length and intensity of exposure to radiation, size and strength of dosage of isotopes, and settings of recording equipment | Explaining procedures to patients and answering patients' inquiries about processes | Ensuring patients' welfare during procedures | Positioning patients, screens and equipment preparatory to procedures | Viewing the screen and deciding if images are satisfactory for diagnostic purposes, and selecting images to show medical practitioners | Conveying findings of procedures to medical practitioners"
2513,Occupational and Environmental Health Professionals,41100,12,50,2284,42,2500,,,"Developing, implementing and reviewing environmental health management plans and occupational health and safety plans | Preparing and implementing plans and strategies for the safe, economic and suitable disposal of commercial, industrial, medical and household wastes | Advising on and enforcing legislation, implementing prevention programs and strategies for communicable diseases, food safety, waste water treatment and disposal systems, recreation and domestic water quality, contaminated and hazardous substances, and minimising air, sea, water and noise pollution to improve health outcomes | Identifying hazards, and assessing and controlling risks in the workplace | Developing, implementing and monitoring programs minimising workplace and environmental pollution involving chemical and physical hazards | Promoting ergonomic principles within the workplace such as matching furniture, equipment and work activities to the needs of employees | Inspecting and auditing workplaces, processes, plant, and chemical and physical hazards for legislative compliance | Training employees in personal protective equipment and safe working procedures | Recording and investigating injuries and equipment damage, and reporting safety performance | Coordinating the return of injured workers into the workplace"
2514,Optometrists and Orthoptists,9300,41,76,,33,0,,,"Examining patients' eyes and setting tests to determine the nature and extent of vision problems and abnormalities | Assessing ocular health and visual function by measuring visual acuity and refractive error, and testing the function of visual pathways, visual fields, eye movements, freedom of vision and intraocular pressure, and performing other tests using special eye test equipment | Detecting, diagnosing and managing eye disease, referring patients to, and receiving referrals from other health providers, and prescribing medications for the treatment of eye disease | Diagnosing eye movement disorders and defects of binocular function | Prescribing lenses, contact lenses and low vision aids, and checking suitability and comfort | Prescribing exercises to coordinate movement and focusing of eyes | Managing programs for eye movement disorders, and instructing and counselling patients in the use of corrective techniques and eye exercises | Advising on visual health matters such as contact lens care, vision care for the elderly, optics, visual ergonomics, and occupational and industrial eye safety | Conducting preventative screening programs | Conducting rehabilitation programs for the visually impaired"
2515,Pharmacists,44900,32,66,1956,38,2600,,,"Receiving prescriptions, checking patients' medicine histories, and ensuring optimal dosage and methods of administration and drug compatibility before dispensing | Preparing or supervising the preparation and labelling of liquid medicines, ointments, powders, tablets and other medications to fill prescriptions | Advising prescribers on drug incompatibility and contra-indications | Reviewing and monitoring the medicine therapy of individual patients, and assessing the effectiveness of the total medicine therapy | Maintaining prescription files and recording issue of narcotics, poisons and habit-forming drugs | Storing and preserving vaccines, serums and other drugs subject to deterioration | Supplying non-prescription medicines, and diagnostic and therapeutic aids | Supervising and coordinating the work of pharmacy technicians, pharmacy interns and pharmacy sales assistants | Conducting research to develop and improve pharmaceuticals, cosmetics and related chemical products | Conferring with chemists, engineering professionals and other professionals about manufacturing techniques and ingredients | Testing and analysing drugs to determine their identity, purity and strength in relation to specified standards | Developing standards for drugs used in pharmaceuticals"
2519,Other Health Diagnostic and Promotion Professionals,10800,27,77,2024,45,200,,,"Assists health and community groups to improve the health of individuals and the community by raising awareness of healthy lifestyles, disease and disability, and other health-related issues | Designs, builds, fits and repairs splints, braces, callipers, artificial limbs and related appliances to restore function or compensate for muscular and skeletal disabilities "
2521,Chiropractors and Osteopaths,9300,33,40,,41,300,,,"Administering a variety of neurological, musculoskeletal and functional tests to identify and assess physical problems and ailments of patients | Planning and discussing effective management of patients' dysfunction | Designing, reviewing, monitoring, assessing and evaluating treatment programs | Assisting and improving the function of all body systems such as musculoskeletal, neurological, cardiovascular, respiratory, gastrointestinal, endocrine and genitourinary systems | Recording detailed patient medical histories, treatments delivered and the patients' responses and progress to treatments | Referring patients to specialists and liaising with other health professionals in relation to patients' problems, needs and progress | Educating patients, their partners, family and friends in therapeutic procedures, such as home exercises and lifestyle changes, to enhance patients' health and wellbeing"
2522,Complementary Health Therapists,7800,60,72,,50,-600,,,"Assessing patients to determine the nature of the disorder, illness, problem or need by questioning, examining and observing | Developing and implementing treatment plans using applications such as acupuncture, homoeopathic and herbal medicine, and dance, drama, hypnotic and music therapies | Evaluating and documenting patients' progress through treatment plans | Providing dietary and lifestyle advice and guidelines | Prescribing natural medicines, such as herbal, mineral and animal extracts, to stimulate the body's capacity for self-healing"
2523,Dental Practitioners,23500,40,54,3232,42,1500,,,"Diagnosing dental diseases using a range of methods such as radiographs, salivary tests and medical histories | Providing preventative oral health care such as periodontal treatments, fluoride applications and oral health promotion | Providing restorative oral care such as implants, complex crown and bridge restorations, and orthodontics, and repairing damaged and decayed teeth | Providing oral surgical treatments such as biopsy of tissue and prescription of medication | Performing routine orthodontic treatment | Restoring oral function with removable and fixed oral prostheses | Assisting in diagnosing general diseases having oral manifestations such as diabetes | Educating patients to take care of their mouth and teeth | Leading a dental team which may comprise dental hygienists, dental therapists, dental assistants and other dental specialists"
2524,Occupational Therapists,34200,37,92,1913,33,2800,,,"Assessing clients' emotional, psychological, developmental and physical capabilities using clinical observations and standardised tests | Assessing clients' functional potential in their home, leisure, work and school environments, and recommending environmental adaptations to maximise their performance | Planning and directing programs through the use of vocational, recreational, remedial, social and educational activities on an individual and group basis | Providing advice to family members, carers, employers and teachers about adapting clients' home, leisure, work and school environments | Providing adaptive equipment, such as wheel chairs and splints, to assist clients to overcome their functional limitations | Working with other health professionals in overall case management of clients | Working with other professionals in providing specialist advice to specific client groups such as those requiring driver rehabilitation, third-party compensation and medico-legal representation | Recording clients' progress and maintaining professional relationships in accordance with relevant legislative requirements and ethical guidelines"
2525,Physiotherapists,45900,28,58,1888,33,2100,,,"Administering muscle, nerve, joint and functional ability tests to identify and assess physical problems of patients | Designing treatment programs to address patients' problems | Treating patients to reduce pain, improve circulation, strengthen muscles, improve cardiothoracic, cardiovascular and respiratory functions, restore joint mobility, and improve balance and coordination | Using the therapeutic properties of exercise, heat, cold, massage, manipulation, hydrotherapy, electrotherapy, ultraviolet and infra-red light and ultrasound in the treatment of patients | Reviewing, continually monitoring, assessing and evaluating programs and treatments | Consulting with other health professionals as required about patients' problems, needs and progress | Instructing patients and their families in procedures to be continued at home | Recording treatments given and patients' responses and progress | Developing and implementing screening and preventative health promotion programs"
2526,Podiatrists,6700,25,58,,43,300,,,"Examining patients' feet to determine the nature and extent of conditions, deformities and injuries | Examining and treating foot disabilities caused by diseases such as diabetes, peripheral vascular disorders, rheumatoid arthritis and other neuropathies | Prescribing and arranging the fabrication of footwear to correct foot abnormalities | Performing minor surgery to remove and improve abnormal conditions | Prescribing and fitting replaceable pads, palliative and functional supports and other devices for the protection and correction of foot abnormalities | Advising patients about continued treatment and foot care | May provide rehabilitation services to the physically handicapped | May refer patients to or have patients referred from medical practitioners"
2527,Audiologists and Speech Pathologists \ Therapists,19800,30,96,2003,33,600,,,"Administering and interpreting a wide range of audiometric tests to determine hearing efficiency and locate sites of detected hearing problems | Interpreting audiometric test results alongside other medical, social and behavioural diagnostic data | Evaluating total response pattern and acoustic tests to distinguish between organic and non-organic hearing loss | Planning, directing and participating in counselling, speech reading and other rehabilitation programs | Prescribing appropriate hearing aids and instructing patients in use | Administering tests and observing patients to determine nature and extent of disorders | Planning and conducting programs of remedial exercise to correct disorders such as stuttering and abnormal articulation | Administering individual and group therapy for rehabilitation of patients with communication problems caused by defective hearing, cerebral palsy, surgery and injury | Advising on treatment for children with difficulties in learning to speak | Counselling and guiding language-handicapped individuals, their families, teachers and employers"
2531,General Practitioners and Resident Medical Officers,91300,23,51,2446,40,4800,,,"Conducting examinations and questioning patients to determine the nature of disorders and illnesses, and recording patients' medical information | Ordering laboratory tests, x-rays and other diagnostic procedures, and interpreting findings to assist in diagnosis | Providing overall care for patients, and prescribing and administering treatments, medications and other remedial measures | Monitoring patients' progress and response to treatment | Advising on diet, exercise and other habits which aid prevention and treatment of disease and disorders | Referring patients to, and exchanging medical information with, specialist medical practitioners | Reporting births, deaths and notifiable diseases to government authorities | Arranging the admission of patients to hospitals"
2532,Anaesthetists,7000,10,32,8293,49,100,,,"Performing pre-operative examinations of patients to determine appropriate anaesthetic and sedation in concurrence with internal medicine specialists and surgeons | Discussing the anaesthetic process with patients and obtaining their informed consent prior to surgery | Administering local, regional and general anaesthetics using a variety of methods such as inhalational and intravenous administration | Supervising the transfer of patients to operating theatres, positioning on operating tables, keeping patients warm, and responding quickly and accurately if any problems arise | Monitoring patients throughout surgical procedures and in immediate post-operative procedures | Recording details of anaesthetic and sedation administered, and the condition of patients before, during and after anaesthesia | Liaising with other health care workers to provide diagnosis and treatment for patients with chronic pain, and to diagnose and treat patients requiring intensive care or resuscitation | May instruct medical, nursing, student and ancillary staff on the signs, symptoms and diagnosis of allergic and anaphylactic reactions to anaesthetic agents, and supervision and treatment of life threatening emergencies"
2533,Specialist Physicians,15700,27,49,3620,41,700,,,"Examining patients to determine the nature and extent of problems after referral from general medical practitioners and other medical specialists, and undertaking laboratory tests and diagnostic procedures | Analysing test results and other medical information to make diagnoses | Prescribing and administering drugs, and remedial and therapeutic treatment and procedures | Recording medical information and data | Reporting specified contagious and notifiable diseases to government health and immigration authorities | May admit or refer patients to hospitals | May consult other medical specialists"
2534,Psychiatrists,7400,34,52,,46,900,,,"Assessing patients' mental and physical status to determine the nature and extent of mental, emotional and behavioural disorders | Assessing patients' medical, psychiatric and psychological histories | Examining patients to determine general physical condition | Ordering laboratory tests, imaging, neuropsychological tests and other diagnostic procedures | Examining the results of tests and examinations to determine the most appropriate forms of treatment | Prescribing and administering medication, psychotherapy, and other physical treatments and rehabilitation programs | Arranging admission to hospitals and providing in-patient treatment | Consulting, supervising and working with other medical practitioners and health professionals | Determining whether patients require involuntary treatment in accordance with relevant mental health acts | Assisting courts and other statutory bodies in managing patients in legal and forensic settings | Teaching medical students and registrars, and assessing their progress by administering tests"
2535,Surgeons,8200,7,26,3905,43,-400,,,"Examining patients to determine the necessity of operations, estimating and explaining risks to patients, and selecting the best operational procedures | Reviewing reports on patients' general physical condition, reactions to medications and medical histories | Consulting with anaesthetists regarding the correct anaesthesia for patients | Performing surgical operations | Examining instruments, equipment, and surgical set-up to ensure that antiseptic and aseptic methods have been followed | Instructing other medical, nursing and associated staff regarding the preparation of patients and instrument and equipment requirements | Prescribing post-operative care, and observing and investigating patients' progress | Maintaining records of operations performed | May specialise in particular types of operations"
2539,Other Medical Practitioners,22200,23,55,5013,43,900,,,"Provides diagnostic, treatment and preventative medical services related to disorders of the human skin | Provides diagnostic medical services, and manages patients with acute and urgent illness and injury  | Provides diagnostic, treatment and preventative medical and surgical services related to the care of women, foetuses and children during pregnancy and childbirth, and to disorders of the female genital, urinary, rectal and reproductive organs  | Provides diagnostic, treatment and preventative medical services related to diseases, injuries and deficiencies of the human eye and associated structures  | Identifies the cause and processes of disease and illness by examining changes in body tissue and in blood and other body fluids, and conducts tests on samples of tissues, blood and body secretions  | Provides diagnostic medical services, and medical care and management of patients utilising radiant energy techniques such as general radiography, angiography, fluoroscopy, mammography, ultrasound, computed tomography, magnetic resonance imaging, nuclear medicine and bone densitometry. registration or licensing is required"
2541,Midwives,19400,57,100,2114,38,-200,,,"Providing advice and support during pre-conception, intrapartum, antenatal and postnatal periods in partnership with women | Providing care and management of pregnancy and birth | Assessing progress and recognising warning signs of abnormal and potentially abnormal pregnancies requiring referral to an obstetrician | Monitoring the condition of women and foetuses during pregnancy and throughout labour | Conducting health education classes and seminars to promote the health of mothers and babies such as reproductive health, antenatal education, preparation for parenthood and breastfeeding | Providing advice on nutrition, childcare and family planning"
2542,Nurse Educators and Researchers,9700,33,82,2732,41,600,,,"Researching, planning, developing and implementing nursing curricula | Facilitating practical experience for general and specialist nurses | Evaluating ongoing and changing educational needs and monitoring course outcomes | Participating in developing and implementing policies affecting nursing, nurse education and health | Undertaking and promoting nursing and interdisciplinary research projects, and disseminating research information | Promoting utilisation of current research findings into clinical nursing practice and patient management | Promoting the implementation of research and research findings into organisation-wide functions such as safety, quality and risk management | Providing support and education for other nurses undertaking research"
2543,Nurse Managers,21500,26,81,2658,45,400,,,"Developing, implementing and monitoring policies and objectives of nursing care as they apply to units, staff and community groups | Coordinating the allocation of human and material resources for a health service unit such as recruitment of staff, human resource management, preparation of budgets and fiscal management | Monitoring and controlling the performance of nursing and support staff within the unit, and providing leadership | Initiating studies to evaluate the effectiveness of nursing services in the unit in relation to objectives, costs and nursing care | Promoting working relationships with community agencies and health and education providers | Contributing to organisational objectives in relation to quality, safety and risk management"
2544,Registered Nurses,362900,44,86,2192,38,12700,,,"Assessing, planning, implementing and evaluating nursing care for patients according to accepted nursing practice and standards | Working in consultation with other health professionals and members of health teams, and coordinating the care of patients | Providing interventions, treatments and therapies such as medications, and monitoring responses to treatment and care plan | Promoting health and assisting in preventing ill health by participating in health education and other health promotion activities | Answering questions and providing information to patients and families about treatment and care | Supervising and coordinating the work of enrolled nurses and other health care workers"
2611,ICT Business and Systems Analysts,51500,10,38,2697,44,1100,,,"Working with users to formulate and document business requirements | Identifying, investigating, and analysing business processes, procedures and work practices | Identifying and evaluating inefficiencies and recommending optimal business practices, and system functionality and behaviour | Using project management methodologies, principles and techniques to develop project plans and to cost, resource and manage projects | Taking responsibility for deploying functional solutions, such as creating, adopting and implementing system test plans, which ensure acceptable quality and integrity of the system | Creating user and training documentation, and conducting formal training classes | Developing functional specifications for use by system developers | Using data and process modelling techniques to create clear system specifications for the design and development of system software | Acting as a central reference and information source, providing guidance and assistance in the system project decision making process"
2612,Multimedia Specialists and Web Developers,11900,11,28,2476,37,-900,,,"Analysing, designing and developing internet sites applying a mixture of artistry and creativity with software programming and scripting languages and interfacing with operating environments | Designing and developing digital animations, imaging, presentations, games, audio and video clips, and internet applications using multimedia software, tools and utilities, interactive graphics and programming languages | Communicating with network specialists regarding web-related issues, such as security and hosting web sites, to control and enforce internet and web server security, space allocation, user access, business continuity, web site backup and disaster recovery planning | Designing, developing and integrating computer code with other specialised inputs, such as image files, audio files and scripting languages, to produce, maintain and support web sites | Assisting in analysing, specifying and developing internet strategies, web-based methodologies and development plans"
2613,Software and Applications Programmers,195400,6,21,2537,38,11400,,,"Researching, consulting, analysing and evaluating system program needs | Identifying technology limitations and deficiencies in existing systems and associated processes, procedures and methods | Testing, debugging, diagnosing and correcting errors and faults in an applications programming language within established testing protocols, guidelines and quality standards to ensure programs and applications perform to specification | Writing and maintaining program code to meet system requirements, system designs and technical specifications in accordance with quality accredited standards | Writing, updating and maintaining technical program, end user documentation and operational procedures | Providing advice, guidance and expertise in developing proposals and strategies for software design activities such as financial evaluation and costings for recommending software purchases and upgrades"
2621,"Database and Systems Administrators, and ICT Security Specialists",72300,8,24,2461,41,3600,,,"Designing and maintaining database architecture, data structures, tables, dictionaries and naming conventions to ensure the accuracy and completeness of all data master files | Performing the operational establishment and preventive maintenance of backups, recovery procedures, and enforcing security and integrity controls | Implementing and administering database documentation, guidelines, policies and procedures | Testing database systems and upgrades, such as debugging, tracking, reproduction, logging and resolving all identified problems, according to approved quality testing scripts, procedures and processes | Accepting responsibility for the processes, procedures and operational management associated with system security and disaster recovery planning | Liaising with security vendors, suppliers, service providers and external resources; analysing, recommending, installing and maintaining software security applications; and monitoring contractual obligations, performance delivery and service level agreements | Troubleshooting and providing service support in diagnosing, resolving and repairing server-related hardware and software malfunctions, encompassing workstations and communication infrastructure | Preparing and maintaining documentation, policies and instructions, and recording and detailing operational procedures and system logs | Ensuring that the design of computer sites allows all components to fit together and work properly, and monitoring and adjusting the performance of networks | Continually surveying the current computer site to determine future network needs and making recommendations for enhancements in the implementation of future servers and networks"
2631,Computer Network Professionals,48800,7,19,2309,42,2900,,,"Analysing, developing, interpreting and evaluating complex system design and architecture specifications, data models and diagrams in the development, configuration and integration of computer systems | Researching, analysing, evaluating and monitoring network infrastructure to ensure networks are configured to operate at optimal performance | Assessing and recommending improvements to network operations and integrated hardware, software, communications and operating systems | Providing specialist skills in supporting and troubleshooting network problems and emergencies | Installing, configuring, testing, maintaining and administering new and upgraded networks, software database applications, servers and workstations | Providing network programming in support of specific business needs and requirements | Preparing and maintaining procedures and documentation for network inventory, and recording diagnosis and resolution of network faults, enhancements and modifications to networks, and maintenance instructions | Monitoring network traffic, and activity, capacity and usage to ensure continued integrity and optimal network performance"
2632,ICT Support and Test Engineers,17000,4,29,2115,38,1400,,,"Scheduling and conducting quality audit inspections, and analysing and reviewing systems, data and documentation | Identifying variations and potential high risk areas in securing adherence to standards and procedures | Recommending corrective action plans and improvements in the resolution of non-compliance with standards detected through monitoring and auditing of processes and procedures | Communicating, educating and liaising with users and management to ensure awareness and adherence to standards, procedures and quality control issues and activities | Assisting in troubleshooting, diagnosing, testing and resolving system problems and issues | Developing, conducting and providing technical guidance and training in application software and operational procedures | Analysing, evaluating and diagnosing technical problems and issues such as installation, maintenance, repair, upgrade and configuration and troubleshooting of desktops, software, hardware, printers, internet, email, databases, operating systems and security policies and procedures to ensure optimal database and system integrity, security, backup, reliability and performance | Testing, identifying and diagnosing functionality errors and faults in systems, and programming code within established testing protocols, guidelines and quality standards to ensure systems perform to specification | Performing organisational systems architecture reviews and assessments, and recommending current and future hardware and software strategies and directions | Creating and reviewing technical documentation such as procedural, instructional and operational guides and manuals, technical reports and specifications and maintenance inventory systems"
2633,Telecommunications Engineering Professionals,14700,8,20,2797,42,200,,,"Planning, designing, building, configuring and commissioning telecommunications devices, networks and systems, such as voice, radio, two-way, data, microwave, satellite and digital data systems, and ensuring telecommunications systems interconnect with equipment from different manufacturers, service providers and users | Compiling engineering project proposals to define goals, identify scope, background and need, and ascertain cost of equipment, parts and services | Evaluating and procuring new products and services from vendors | Ensuring compliance with laws, regulations, policies and procedures in the provision of telecommunications systems | Selecting and developing new telecommunications sites by locating sites, filing documents, drawing up documents for approval, drafting construction drawings and following through to approval | Determining appropriate configurations of telecommunications hardware and software, ensuring desired performance of telecommunications equipment | Preparing and interpreting specifications, drawings and regulations for the use of telecommunications equipment | Determining the type and arrangement of circuits, transformers, circuit-breakers, transmission lines and equipment | Identifying and analysing problems and needs of existing telecommunications systems, such as interference, intelligibility and clarity, to determine the most appropriate means of reducing, eliminating and avoiding current and future problems and improve communications | Monitoring telecommunications systems to assess need for updates, upgrades, enhancements, preventive maintenance and new systems | Assessing performance levels of system hardware and software to project future needs, and developing shortand long-terms plans for updating equipment, adding capabilities, enhancing existing systems and providing improved telecommunications"
2711,Barristers,8800,11,40,3495,40,-100,,,"Receiving written information in the form of briefs and verbal instructions concerning cases from solicitors, other specialist legal professionals and clients | Providing advice and written opinions on points of law | Conferring with clients and witnesses in preparation for court proceedings | Drawing up pleadings, affidavits and other court documents | Researching statutes and previous court decisions relevant to cases | Outlining the facts to the court, calling and questioning witnesses, and making addresses to the court to argue a client's case | Providing opinion on complex legal issues | May draw up or settle documents"
2712,Judicial and Other Legal Professionals,13900,26,69,2803,44,600,,,"Researching statutes and previous court decisions relevant to cases  | Conducting trials and hearings  | Calling and questioning witnesses  | Hearing and evaluating arguments and evidence in civil and criminal summary matters  | Deciding penalties and sentences within statutory limits, such as fines, bonds and detention, awarding damages in civil matters, and issuing court orders  | Exercising arbitral powers if resolution is not achieved or seems improbable through conciliation  | Preparing settlement memoranda and obtaining signatures of parties  | Advising government of legal, constitutional and parliamentary matters and drafting bills and attending committee meetings during consideration of bills | Preparing advice on matters associated with intellectual property rights | Advising clients and agents on legal and technical matters"
2713,Solicitors,103700,11,57,2070,37,4700,,,"Interviewing clients to determine the nature of problems, and recommending and undertaking appropriate legal action | Preparing cases for court by conducting investigations, undertaking research, arranging witness preparation and attendance, and giving notice of court actions | Representing clients in court | Managing conveyancing and other property matters by preparing contracts of sale, mortgage documents, lease documents and other documents relating to the transfer of land and buildings | Preparing and critically reviewing contracts between parties | Preparing wills | Providing advice on family law, company law, partnerships, commercial law and trusts | May act as trustee or guardian | May act as executor of clients' wills"
2721,Counsellors,43400,51,79,2154,44,4800,,,"Working with clients on career, study and employment options by obtaining and examining information relevant to their abilities and needs | Providing information and resources to assist clients with job-seeking skills | Assessing client needs in relation to treatment for drug and alcohol abuse | Conducting counselling interviews with individuals, couples and family groups | Assisting the understanding and adjustment of attitudes, expectations and behaviour to develop more effective interpersonal and marital relationships | Presenting alternative approaches and discussing potential for attitude and behaviour change | Consulting with clients to develop rehabilitation plans taking account of vocational and social needs | Contributing information, understanding and advice on the learning and behaviour of students, especially those with special needs, and assisting parents and teachers in dealing with these needs | May work in a call centre"
2722,Ministers of Religion,16900,33,34,1994,49,-1500,,,"Preparing and conducting services of public worship and acknowledgments of faith | Preparing and delivering sermons, homilies and special talks, and planning music for services | Participating in the social and welfare activities of communities, encouraging people to be aware of their responsibilities, and organising participation in community projects | Conducting classes of religious instruction, and supervising prayer and discussion groups, retreats and seminars | Conducting premarital and family counselling and referring people to professional service agencies where necessary | Performing marriages, funerals and special memorial services according to tradition and ecclesiastical and civil law | Visiting members of the community in their homes, hospitals and other institutions to provide advice and religious comfort | Keeping records as required by the church and civil law"
2723,Psychologists and Psychotherapists,53100,50,82,2204,44,4400,,,"Collecting data about clients and assessing their cognitive, behavioural and emotional disorders | Administering and interpreting diagnostic tests and formulating plans for treatment | Developing, administering and evaluating individual and group treatment programs | Consulting with other professionals on details of cases and treatment plans | Conducting research studies of motivation in learning, group performance and individual differences in mental abilities and educational performance | Collecting data and analysing characteristics of students and recommending educational programs | Formulating achievement, diagnostic and predictive tests for use by teachers in planning methods and content of instruction | Developing interview techniques, psychological tests and other aids in workplace selection, placement, appraisal and promotion | Conducting surveys and research studies on job design, work groups, morale, motivation, supervision and management | Performing job analyses and establishing job requirements by observing and interviewing employees and managers"
2724,Social Professionals,16100,40,76,2113,45,600,,,"Assembling historical data by consulting sources of information such as historical indexes and catalogues, archives, court records, diaries, newspaper files and other materials | Organising, authenticating, evaluating and interpreting historical, political, sociological, anthropological and linguistic data | Undertaking historical and cultural research into human activity, and preparing and presenting research findings | Providing simultaneous and consecutive verbal or signed renditions of speeches into another language | Rendering the meaning and feeling of what is said and signed into another language in the appropriate register and style in a range of settings such as courts, hospitals, schools, workplaces and conferences | Studying original texts and transcripts of recorded spoken material to comprehend subject matter and translating them into another language | Rendering the meaning and feeling of written material, such as literary, legal, technical and scientific texts, into another language in the appropriate register and style, so that it will read as an original piece rather than as a translation"
2725,Social Workers,48000,32,84,2172,38,2300,,,"Acting as a facilitator between clients in need and community services | Assessing resources for health, welfare, recreation, housing, employment and other community services | Providing leadership and assistance for the implementation of pilot projects in community development and self-help, and planning and implementing research projects to address client needs, organisation goals and social policy | Cooperating with community organisations, social agencies and voluntary groups to improve services and develop new services | Conducting individual and family case interviews to identify the nature and extent of clients' problems | Assisting clients to understand and resolve problems by providing information, acting as a mediator and referring them to community and self-help agencies | Analysing, developing, promoting and implementing social policies through the use of practice experience, research, analytic frameworks, and negotiation skills to respond to social need through a fair, equitable and effective allocation of social resource | Monitoring the progress of clients by maintaining contact | Compiling case records and reports"
2726,"Welfare, Recreation and Community Arts Workers",43000,44,68,1960,39,1700,,,"Researching and analysing community issues, needs and problems | Developing, evaluating and maintaining community resources and programs | Evaluating data and writing reports such as submissions requesting funding for continuing programs and new projects | Identifying issues of local need, concerns and aspirations through community consultation | Organising local sporting, cultural and recreational events and activities such as community functions, hobby classes, community arts projects and sporting competitions | Providing support while exploring alternatives with clients who experience difficulties such as marital problems, unemployment, illness and drug abuse | Assessing risks and providing intensive short-term crisis counselling for victims of domestic violence, child abuse, disasters and other crises | Assisting to establish and administer neighbourhood houses, community groups, employment training programs and other services"
3111,Agricultural Technicians,2700,19,32,1808,33,100,,,"Examining topographical, physical and soil characteristics of farmland to determine its most effective use and identify nutrient deficiencies | Assisting in developing new methods of planting, fertilising, harvesting and processing crops to achieve optimum land usage | Identifying pathogenic micro-organisms and insects, parasites, fungi and weeds harmful to crops and livestock, and assisting in devising methods of control | Analysing produce to set and maintain standards of quality | Inspecting livestock to gauge the effectiveness of feed formulae | Assisting in controlled breeding experiments to develop improved crop and livestock strains | Arranging the supply of drugs, vaccines and other chemicals to farmers and farm managers, and giving advice on their use | Collecting and collating data for research | Planning slaughtering, harvesting and other aspects of production processes | May advise producers on farming techniques and management"
3112,Medical Technicians,41500,41,70,1539,42,1700,,,"Operating equipment used in diagnosing and monitoring disorders of the heart, kidneys, nervous system and hearing, and in anaesthesia | Undertaking and assisting with medical analytical procedures and assisting anaesthetists and surgical teams | Recording the electrical activity of the heart, from which the heart rate is measured and pattern and rhythm interpreted | Preparing and staining slides and tissue sections to study the cells of blood and for histological examination | Performing diagnostic tests on tissues and body fluids and analysing the chemical constituents of blood, urine, faeces and tissues | Testing for diseases by looking for the presence of antibodies and the products of immune response in samples | Setting up, checking and maintaining operating theatres, anaesthetic workstations, life support machines and associated equipment | Referring prescriptions to pharmacists and assisting in preparing medications"
